Latitude,Longitude,What3Words,Map,Description
53.94822136,-0.8226623,shunted.crockery.deal,VR-24,House on Feoffee Lane
53.9487538,-0.82150034,whips.glove.durations,VR-24,Farm on Feoffee Lane
53.95053759,-0.82980439,fellow.catapult.oasis,VR-24,Possible property in field down track
53.94660855,-0.83758686,resist.thickened.caked,VR-24,Farm on Feoffee Lane
53.9542908,-0.83620957,nerd.snug.honey,VR-24,House set back from Bolton Lane
53.95490159,-0.83848138,fellow.prowess.flop,VR-24,House on Bolton Lane
53.95415506,-0.83898297,chariots.organisms.stolen,VR-24,Farm set back from Bolton Lane
53.9539704,-0.84263077,thumbnail.tenders.explained,VR-24,Farm on Bolton Lane
53.95203378,-0.84594868,dockers.banquets.stunner,VR-24,House on Bolton Lane
53.95095417,-0.84919416,conspire.servants.mimed,VR-24,House at crossroads
53.95340227,-0.85285262,dupe.pile.fillings,VR-24,3 houses and gated estate on Newbridge Lane
53.95486691,-0.85489111,fails.scrambles.cashiers,VR-24,House on Newbridge Lane
53.95437133,-0.85788446,engaging.tripled.passwords,VR-24,Farm set back from Newbridge Lane
53.95876511,-0.86690737,tips.kilts.sized,VR-24,Farm set back from Newbridge Lane
53.95520781,-0.86456853,bonnet.roosters.scary,VR-24,Farm at end of Old Green Lane
53.95165658,-0.86193193,roofs.disco.thousands,VR-24,Farm on Old Green Lane
53.94816502,-0.86122652,webcams.swarm.chucked,VR-24,Farm on Old Green Lane
53.94652966,-0.86112997,forgiven.refuse.tentacles,VR-24,Hamlet of houses between Old Green Lane and Bolton Lane
53.94444747,-0.86328915,dignity.sparrows.ballroom,VR-24,Farm/Group of Houses on Bolton Lane
53.94469372,-0.86178711,according.scoop.dripped,VR-24,House set back from Bolton Lane
53.94525414,-0.86151621,piglets.lists.teaches,VR-24,House set back from Bolton Lane
53.94573878,-0.86074908,intruded.then.lengthen,VR-24,House on Bolton Lane
53.94563933,-0.85968693,headless.slips.dreamers,VR-24,House set back from Bolton Lane
53.94725223,-0.8585274,secrets.hires.roaring,VR-24,House on Bolton Lane
53.94696219,-0.85776654,perfected.audio.corrosive,VR-24,House on Bolton Lane
53.9479693,-0.85737757,activates.abolish.dive,VR-24,House/Business on Bolton Lane
53.94964408,-0.85172347,prude.sway.boggles,VR-24,House on Bolton Lane
53.94691955,-0.8501812,darling.retrieves.ruled,VR-24,Hamlet set back from the road
53.94060637,-0.86104941,comedians.retraced.ranking,VR-24,House set back from Sand Lane
53.94141314,-0.85879638,plotting.unfounded.romantics,VR-24,5 houses close together on Sand Lane (some down driveways)
53.94091265,-0.84977341,toast.segregate.bridge,VR-24,Farm set back from Sand Lane
53.94278663,-0.85029645,sheep.skunks.culling,VR-24,House on Sand Lane
53.94311341,-0.84939254,preoccupied.banks.unloading,VR-24,House on Sand Lane
53.94394223,-0.84775638,safe.exploring.remote,VR-24,2 Houses on Sand Lane
53.9449668,-0.84876222,paper.nourished.jabs,VR-24,Farm set back from the road
53.94689585,-0.84559056,gobbling.trunk.list,VR-24,Farm/Caravan Park on Feoffee Common Lane
53.94560456,-0.84456059,shudders.massaging.foil,VR-24,House on Feoffee Common Lane
53.94535199,-0.84246579,scale.refrained.proud,VR-24,House/Farm near crossroads
53.94354284,-0.84322617,musically.reseller.formally,VR-24,Hamlet set back from Feoffee Common Lane
53.94346705,-0.84028647,encloses.turkeys.minimums,VR-24,House on Feoffee Common Lane
53.94417905,-0.83822118,downhill.sheet.legroom,VR-24,3 houses in a loop off Feoffee Common Lane
53.9408621,-0.84095159,credited.caged.showering,VR-24,Lavender Fields Care Village (Large number of Properties)
53.94123472,-0.8400611,scanning.replaying.monopoly,VR-24,Group of Properties on Feoffee Common Lane (Excluding Lavender Fields)
53.91790102,-0.89686376,uncouth.risen.signed,VR-25,2 Houses on Sandhill Lane
53.91723252,-0.89156093,defining.stubborn.spindles,VR-25,Farm on Sandhill Lane
53.91472234,-0.8863521,exhale.overtime.timed,VR-25,Hamlet off The Street
53.917896,-0.87492452,deferring.relations.styled,VR-25,1 or 2 houses on The Street
53.92159858,-0.87450609,ripples.states.spirits,VR-25,Farm down a track off The Street
53.91790391,-0.86068604,valley.spaceship.retaliate,VR-25,Farm between The Street and Common Lane
53.92385414,-0.8562711,undulation.sapping.rises,VR-25,Farm down a track off Sutton Lane
53.92538455,-0.83219288,disco.cutlets.ranches,VR-25,House at end of track off Sutton Lane
53.92644435,-0.84219217,stem.bearable.filed,VR-25,House down track off Sutton Lane
53.92778674,-0.82121996,backs.crouches.corkscrew,VR-25,Farm off York Road (A1079)
53.92558359,-0.8482781,assures.shifts.hometown,VR-25,Farm on Sutton Lane
53.92646014,-0.8469826,existence.supplied.zooms,VR-25,House on Sutton Lane
53.92786259,-0.8465132,jots.outlined.pinch,VR-25,House or Estate on Sutton Lane
53.93011777,-0.85306046,valid.shed.ascendant,VR-25,This is a Holiday Home on a Farm/Business
53.93023464,-0.84921149,lighten.tens.spans,VR-25,Hamlet down a track off Sutton Lane
53.9297735,-0.8421385,shifting.trespass.tastings,VR-25,2 Houses on Sutton Lane
53.93058916,-0.83205471,burn.screening.pouch,VR-25,2 Houses down separate tracks on York Road (A1079)
53.93082124,-0.82842844,convinces.tentacles.flip,VR-25,2 Houses close together on opposite sides of A1079
53.93145929,-0.82692096,celebrate.blacken.windmills,VR-25,House off Lottings Lane
53.93327845,-0.83080481,entrust.highbrow.retract,VR-25,4 Houses here (possibly holiday homes)
53.93223623,-0.83462159,query.picturing.breathy,VR-25,Farm on York Road (A1079)
53.93320897,-0.83757738,winning.judges.engrossed,VR-25,Group of houses or holiday homes on east side of Feoffee Common Lane
53.93609637,-0.82973987,typist.kilowatt.invite,VR-25,Farm on Lottings Lane
53.93603386,-0.83893994,glosses.venturing.renews,VR-25,House on Feoffee Common Lane
53.93921697,-0.83054463,blushed.rebounder.monks,VR-25,Farm on Lottings Lane
53.93896436,-0.83574275,turntable.caller.warns,VR-25,Farm between Feoffee Common Lane and Lottings Lane
53.94295239,-0.82428435,tutorial.diplomat.rock,VR-25,Hamlet at the end of Flat Lane
53.93321762,-0.8408403,race.manual.hazy,VR-25,House on York Road (A1079)
53.93277863,-0.84363785,nibbles.series.hiring,VR-25,House/Business off York Road (A1079)
53.93292233,-0.84505405,tasters.replayed.oval,VR-25,House down a driveway off York Road (A1079)
53.9337782,-0.84879842,strides.teaching.triathlon,VR-25,Hamlet/Farm off Hull Road (A1079)
53.93662757,-0.85084626,undertone.bibs.everyone,VR-25,Farm off Hull Road (A1079)
53.93802649,-0.85282843,urge.airliners.repair,VR-25,Farm/Business off Hull Road (A1079)
53.9360141,-0.85332599,amphibian.jazz.bullion,VR-25,Group of at least 2 Houses on Hull Road (A1079)
53.93739412,-0.85943075,landlady.exists.baseless,VR-25,Group of at least 7 Houses set back from Hull Road near holiday park
53.91472474,-0.78607369,oath.reverses.zooms,VR-26,House down a driveway off A1079
53.91766542,-0.78717873,films.unsightly.unites,VR-26,House/Farm off A1079
53.91936037,-0.80188527,after.culminate.rainwater,VR-26,House on Main Street between Allerthorpe and Roundabout
53.91575557,-0.79777079,ironclad.cashiers.eyeliner,VR-26,At least 5 houses/holiday homes down a driveway
53.91444428,-0.82720935,assess.montage.initial,VR-26,House down driveway near Waplington
53.91283609,-0.81223324,dumpling.pinches.upwardly,VR-26,House between Allerthorpe and Waplington
53.91215517,-0.81647381,memory.rating.differ,VR-26,House near Waplington
53.91142526,-0.81900045,jetting.bulldozer.studio,VR-26,Hamlet of at least 8 houses (part of Waplington)
53.90988323,-0.81925259,homelands.sulked.televise,VR-26,House in Waplington
53.90879303,-0.81874296,typist.sparkles.scatter,VR-26,Hamlet of at least 4 houses (part of Waplington)
53.90776285,-0.80772984,concerned.catching.modules,VR-26,1 house possibly with security gate near Allerthorpe
53.90716876,-0.80750989,rejected.wage.spindles,VR-26,Hamlet/Farm near Allerthorpe
53.9048033,-0.81139105,scribble.suspect.sunk,VR-26,House or building in holiday park
53.9050909,-0.81329543,taskbar.lasts.overhear,VR-26,House near Allerthorpe
53.90084162,-0.81716855,professed.rephrase.policy,VR-26,Hamlet of at least 2 houses and a farm south of Allerthorpe
53.89698544,-0.8198373,sports.plastic.louder,VR-26,House/Farm south of Allerthorpe
53.89702337,-0.81708535,undertone.importers.mediate,VR-26,House between Allerthorpe and Bielby
53.89649866,-0.81470088,duplicate.living.emulating,VR-26,House/Farm between Allerthorpe and Bielby
53.89667094,-0.81159757,widget.topples.chainsaw,VR-26,Hamlet/Farm between Allerthorpe and Bielby
53.89492131,-0.82030401,stunts.serenade.blossom,VR-26,Hamlet/Farm between Allerthorpe and Thornton
53.89395242,-0.82083508,teamed.committed.airbrush,VR-26,Farm between Allerthorpe and Thornton
53.89316056,-0.82229956,tribune.products.discussed,VR-26,Farm between Allerthorpe and Thornton
53.89082594,-0.81985874,amuses.blackbird.snail,VR-26,Farm down a track between Allerthorpe and Thornton
53.89581273,-0.8283882,trudges.restrict.download,VR-26,Farm down a track east of Thornton
53.89302777,-0.8368425,pushed.magnum.establish,VR-26,Farm down a track east of Thornton
53.89607666,-0.83843441,clumped.ship.odds,VR-26,House east of Thornton
53.89632796,-0.84040317,walking.stone.necklaces,VR-26,At least 10 houses close together both sides of the road east of Thornton
53.89829404,-0.83724889,enclosing.zoos.gourmet,VR-26,Farm down track east of Thornton
53.90155271,-0.87000939,machinery.streamers.javelin,VR-26,Farm at end of Field Lane west of Thornton
53.90677524,-0.85903648,register.overhear.output,VR-26,Hamlet of at least 1 house and a farm west of Thornton
53.90771063,-0.84138212,skill.scoring.sometimes,VR-26,Hamlet north of Thornton
53.90718448,-0.85108104,overlaps.budget.agency,VR-26,Farm on Common Lane north of Thornton
53.90939337,-0.85209761,cult.passion.intensely,VR-26,House on Common Lane north of Thornton
53.9118565,-0.85319734,arrived.orbited.piled,VR-26,House/Farm on Common Lane north of Thornton
53.87312475,-0.81461237,mile.older.downfield,VR-27,Farm between Bielby and Seaton Ross
53.87082935,-0.8247177,slept.makes.horn,VR-27,House/Industrial Area near old Aerodrome
53.87185411,-0.82462919,lunges.nudge.meatballs,VR-27,2-3 Houses close together South West of Bielby
53.87310342,-0.82517904,assure.croak.uplifting,VR-27,Farm South West of Bielby
53.87494409,-0.83025915,sapping.rock.shudders,VR-27,"4 or 5 houses here (2 on one side, 2-3 on the other)"
53.87527298,-0.83414293,delusions.imitate.lamppost,VR-27,House and farm north of old Aerodrome
53.87811763,-0.83296953,engulfing.scowls.gosh,VR-27,Large Farm/Business down driveway
53.88110988,-0.8278089,belts.firming.toffee,VR-27,Farm east of Melbourne
53.88768975,-0.82823804,vented.fabricate.duration,VR-27,Farm next to Canal
53.88696573,-0.83153716,cheetahs.invent.crush,VR-27,2 Farms directly opposite each other both sides of road
53.88611839,-0.83718055,crackled.handed.soaps,VR-27,2 houses and large business south side of road and farm north side of road
53.88535799,-0.84214535,smirks.greet.handbook,VR-27,2 houses east of Melbourne
53.87621624,-0.84249939,sprouted.hamsters.enabling,VR-27,Large farm south of Melbourne
53.87149828,-0.84733405,hypnotist.months.guessing,VR-27,Farm at the end of Bibbill Lane
53.87596398,-0.85229881,fools.intestine.acid,VR-27,Farm at crossroads
53.87254513,-0.85283258,mediate.crescendo.efficient,VR-27,2 or 3 houses close together on Throughleys Lane
53.86884453,-0.85497299,vandalism.suave.correct,VR-27,Farm at the end of Throughleys Lane
53.87671032,-0.85835793,rant.connects.points,VR-27,Farm on Ash Lane
53.88009326,-0.85858997,hero.imagined.incorrect,VR-27,Hamlet down a track off Campey Lane
53.88201898,-0.85363324,foods.lifelong.cowering,VR-27,House on Campey Lane
53.88379602,-0.85313972,hoops.presumes.named,VR-27,House on Campey Lane
53.88537928,-0.8693577,drop.yesterday.blanks,VR-27,About 4 houses close together on Kidd Lane
53.8835707,-0.87142299,shout.diplomats.relate,VR-27,Farm on Kidd Lane
53.87565086,-0.87990144,workflow.disbanded.pacifist,VR-27,Farm down a track off Ash Lane
53.87100169,-0.88464895,winded.ahead.dreading,VR-27,Large farm on edge of territory off General Lane (B1228)
53.87677358,-0.89029769,smashes.stretcher.supposed,VR-27,House near crossroads (B1228)
53.87664076,-0.89183997,massaging.absorbing.deferring,VR-27,House/Business at crossroads (General Lane B1228)
53.878054,-0.89283417,discount.bundles.rejoiced,VR-27,House on General Lane (B1228)
53.87492196,-0.90269216,heartless.lads.first,VR-27,2 houses and a farm near Ballhall Lane
53.87892245,-0.90322859,likes.ignoring.midfield,VR-27,Farm on Ballhall Lane
53.88093843,-0.90439536,stopwatch.saves.flashing,VR-27,House on Ballhall Lane
53.88207319,-0.9037964,various.delusions.cassettes,VR-27,House on Ballhall Lane
53.88305694,-0.90333854,muted.deals.machinery,VR-27,House on Ballhall Lane
53.88368934,-0.90444093,wedge.drumbeat.shorten,VR-27,Farm on Ballhall Lane
53.88452251,-0.90403591,duos.gains.disengage,VR-27,2 Houses on Ballhall Lane
53.88539519,-0.90278867,clef.cracking.shakes,VR-27,2 Houses set back from Ballhall Lane
53.89522242,-0.90075025,glorious.unlisted.soon,VR-27,At least 1 house on Hagg Lane near bend
53.8841826,-0.89588466,unafraid.amber.vans,VR-27,Farm sent back from General Lane
53.8843976,-0.88546966,grounded.foil.manicured,VR-27,Hamlet/Farm set back from General Lane
53.88866117,-0.89146977,clips.pounding.retailing,VR-27,Possible house set back from General Lane
53.89006171,-0.89293963,thin.creeps.challenge,VR-27,House on General Lane
53.89032728,-0.89111573,showcases.transmitted.shortage,VR-27,Large house set back from General Lane
53.89131046,-0.89082606,crackling.pressing.squashes,VR-27,House set back from General Lane
53.89201701,-0.89381137,pass.investors.toolbar,VR-27,Farm on General Lane
53.89253071,-0.89148585,submitted.regaining.forgotten,VR-27,House set back from General Lane
53.89455389,-0.89396157,skillet.polishing.kennels,VR-27,House on corner by Rossmoor Garage
53.89658799,-0.8951632,binder.lengthen.packets,VR-27,Farm set back from B1228
53.89619603,-0.89291551,ruffling.wished.chuck,VR-27,House set back from B1228
53.89428677,-0.89110502,worry.regal.decoding,VR-27,At least 6 houses close together west of Melbourne
53.89334743,-0.88584038,gurgling.dunes.resists,VR-27,House west of Melbourne
53.89590521,-0.88544556,leader.witty.expansion,VR-27,Large house set back from road west of Melbourne
53.89553221,-0.88426002,transmits.banks.pump,VR-27,Large house set back from road west of Melbourne
53.89338736,-0.87742039,shuttered.tunes.crouches,VR-27,Hamlet down track west of Melbourne
53.89225249,-0.87836185,woof.stint.removable,VR-27,House on road west of Melbourne
53.8920802,-0.87924966,jammy.beakers.freshest,VR-27,House down track west of Melbourne
53.89081408,-0.88083486,comb.replaying.went,VR-27,Farm down track west of Melbourne
53.89072556,-0.8786569,hardens.shout.spaceship,VR-27,House down track west of Melbourne
53.88902786,-0.87905924,growl.supple.snuggled,VR-27,House down track west of Melbourne
53.89160125,-0.87499569,improve.bucket.efficient,VR-27,House west of Melbourne
53.87452265,-0.81040668,mouths.rips.inflates,VR-28,Farm and House on Everingham Road
53.87551253,-0.80229569,corrosive.gladiator.modifies,VR-28,Farm on Everingham Road
53.87778635,-0.79969394,care.splashes.hiking,VR-28,Farm south of Bielby
53.88016121,-0.80639675,works.oiled.dockers,VR-28,Farm down track off Gale Carr Lane
53.88291855,-0.80729529,fence.headings.holdings,VR-28,Farm on Gale Carr Lane
53.88698467,-0.79875514,overcomes.visitors.inquest,VR-28,2 Farms just north of Bielby
53.88892589,-0.79327807,nightcap.boating.highs,VR-28,At least 5 houses close together on Crudhall Lane (1 down track)
53.89206833,-0.78071461,masts.hurtles.compiler,VR-28,2 Farms down a track off Crudhall Lane
53.8935478,-0.80156605,outsiders.dusters.essential,VR-28,Hamlet/Farm on Marketbridge Lane
53.89705974,-0.80490809,stores.scans.stowing,VR-28,Farm on Marketbridge Lane
53.89900681,-0.80087406,splint.fishnet.droplet,VR-28,Hamlet down White Carr Lane
53.89457516,-0.77773731,aquatic.chatters.otters,VR-28,Farm on Crudhall Lane
53.89846315,-0.76469105,sedative.roofs.spend,VR-28,Farm near Hayton
53.90063143,-0.78729134,author.weekend.rotations,VR-28,Farm down track off Carr Lane
53.90344431,-0.77709359,poorly.onto.film,VR-28,Hamlet on Carr Lane
53.9056281,-0.77738327,december.sailing.plod,VR-28,House(s) on Carr Lane
53.90996693,-0.77483515,shape.butlers.brain,VR-28,Hamlet on Carr Lane
53.91204216,-0.77086287,staple.shred.shine,VR-28,Group of houses on The Balk
53.91441826,-0.77121694,single.method.nightcap,VR-28,House on The Balk
53.91559047,-0.78296768,certainty.airports.mentioned,VR-28,3 Houses and a business off A1079 South Side east of Pocklington Canal
53.92849198,-0.69168139,scrubber.mandolin.legroom,VR-29,Hamlet on Back Lane
53.93283474,-0.68248142,consoles.sandpaper.donor,VR-29,House on Back Lane
53.92616563,-0.6581377,stripped.submitted.crispy,VR-29,2 Houses on the edge of territory
53.91739456,-0.68053414,crows.basis.pursue,VR-29,Farm on edge of territory
53.9085758,-0.70195961,narrate.profiled.weekend,VR-29,Hamlet/Farm east of Burnby
53.91106899,-0.73782073,musician.uppermost.slate,VR-29,House on Burnby Lane
53.91453681,-0.74452892,earlobes.securing.disgraced,VR-29,About 3 houses close together on Burnby Lane
53.9178558,-0.75511026,gobblers.richer.mouths,VR-29,House on Burnby Lane
53.9284398,-0.7314183,penned.decoding.reds,VR-29,Farm on Lowfield Lane
53.92840065,-0.75067503,ultra.unloaded.directors,VR-29,About 2 houses close together near Cocoa Beck
53.923081,-0.74142835,scanty.rules.automate,VR-29,Farm on a road off Burnby Lane
53.92625562,-0.75909339,grapevine.carpentry.objective,VR-29,Farm at the end of Clayfield Lane
53.92226622,-0.6940966,toads.friction.facing,VR-29,House down a track off Nuburnholme Hill
53.92166893,-0.7610058,glow.records.stooping,VR-29,House on Burnby Lane
53.92084761,-0.76239782,supplied.smirking.leave,VR-29,At least 15 houses together on a road between Burnby Lane and The Balk
53.91976546,-0.77094614,nurture.pricier.shuttled,VR-29,3 Houses and a farm on The Balk
53.98198157,-0.87972833,written.retraced.encrusted,VR-30,House off Moor Lane near industrial area
53.99064923,-0.88498539,hoping.outwit.diver,VR-30,2 Hamlets close together off Moor Lane
53.99229387,-0.86693691,cans.swordfish.repeats,VR-30,Hamlet just outside Full Sutton village
53.99761542,-0.86363242,corrosive.inquest.spoken,VR-31,House on A166
53.99914475,-0.87439075,digits.chairing.caked,VR-31,Hamlet on A166
53.99903506,-0.81164575,years.dressing.whisker,VR-31,House on A166
53.99956795,-0.80312169,joked.motor.stiff,VR-31,Farm on A166
53.98346098,-0.81727852,thrusters.secondly.recruited,VR-31,Farm at end of Ings Lane
53.98360135,-0.80540438,amending.tint.divorcing,VR-31,Farm down track off Bray Gate
53.97726691,-0.81094313,awestruck.resettle.limiting,VR-31,Farm on Belthorpe Lane
53.9787686,-0.80642629,sport.speeding.suits,VR-31,1 or 2 houses next to each other on Belthorpe Lane
53.9926052,-0.77345111,mountains.infects.sprinkle,VR-31,Hamlet on Worsendale Road
53.98030717,-0.78280396,motivations.consoled.promising,VR-31,Possible farm on Pocklington Lane
53.9778181,-0.78009762,consonant.overhead.dragons,VR-31,House on Pocklington Lane
53.97386494,-0.78383393,trending.wounds.mashing,VR-31,Farm off Pocklington Lane
53.99378086,-0.88973832,also.simple.grandest,VR-31,Farm down track off A166
53.99549322,-0.89755428,expecting.coherent.duos,VR-31,Group of 2 or 3 houses on A166
53.99764315,-0.89896149,include.glows.crest,VR-31,Farm down track off A166
